Src,Eqid,Version,Lat,Lon,Magnitude,Depth,NST,Region
nc,71918576,1,38.8053,-122.7893,1.7,1.8,31,Northern California
pr,13010006,0,17.9792,-65.4024,2.7,17,5,Puerto Rico region
us,b000eldf,5,-5.4345,151.7122,4.9,60.1,64,"New Britain region, Papua New Guinea"
nc,71918561,0,38.8373,-122.7988,1,2,12,Northern California
nc,71918556,0,38.8358,-122.8013,1.9,2.3,20,Northern California
nc,71918541,1,38.8413,-122.8265,1.3,2.8,24,Northern California
ci,15271761,2,35.569,-118.5343,1.9,2.3,43,Central California
pr,13010004,0,19.1198,-66.4978,3.1,32,12,Puerto Rico region
pr,13010003,0,19.1028,-66.483,3.1,32,16,Puerto Rico region
ak,10635624,1,63.5379,-151.0391,1.3,7,7,Central Alaska
nc,71918511,2,36.289,-120.8478,1.3,7.9,30,Central California
ci,15271729,2,33.027,-116.426,1.2,5.1,51,Southern California
nc,71918501,0,38.8338,-122.8522,1.7,6.1,6,Northern California
pr,13010005,0,19.1296,-66.5053,2.8,29,13,Puerto Rico region
nn,399224,9,37.8603,-116.0624,2.1,12.3,10,Nevada
pr,13010002,0,19.1263,-66.5087,2.9,34,11,Puerto Rico region
ci,15271721,2,32.5373,-115.6152,2.1,12.7,29,"Baja California, Mexico"
pr,13010001,0,19.1455,-66.516,2.9,23,10,Puerto Rico region
ak,10635586,2,65.0053,-147.3252,1.3,0,12,northern Alaska
pr,13010000,0,19.1184,-66.489,3,44,14,Puerto Rico region
nc,71918476,7,40.2918,-124.568,2.6,18.9,32,offshore Northern California
ak,10635582,2,63.4134,-150.0873,1.1,8.6,16,Central Alaska
ak,10635578,2,62.0719,-145.1832,1.7,17.8,22,Central Alaska
nc,71918466,4,37.581,-118.9993,1,3.5,21,Central California
pr,13009003,0,19.9619,-64.235,3.4,32,14,north of the Virgin Islands
ak,10636401,2,62.1913,-151.2868,1.3,74.5,14,Central Alaska
us,b000elbr,8,38.0255,-77.9857,2,5.1,8,Virginia
us,b000elbt,9,37.4918,-3.7464,3.5,21,0,Spain
ak,10636400,2,55.132,-134.6568,3,20,9,Southeastern Alaska
nc,71918426,0,38.7717,-122.7562,1.1,2,16,Northern California
ak,10635532,2,60.7426,-150.2119,1.7,44.2,22,"Kenai Peninsula, Alaska"
nc,71918416,2,37.327,-122.1063,1.5,0,23,"San Francisco Bay area, California"
ak,10635505,3,60.7436,-150.1726,4.1,49.7,104,"Kenai Peninsula, Alaska"
ci,15271705,2,33.2622,-115.5598,1.8,7,16,Southern California
us,b000eln7,4,-57.0584,-141.4512,5.6,13.7,41,Pacific-Antarctic Ridge
us,b000el6y,4,-1.9075,68.0575,4.8,10,56,Carlsberg Ridge
us,b000el63,5,0.7579,92.7268,5,14.9,64,off the west coast of northern Sumatra
nc,71918356,2,36.8438,-121.3662,1.3,6.1,35,Central California
ak,10635481,2,60.0389,-151.594,1.6,59.8,14,"Kenai Peninsula, Alaska"
ak,10635474,2,62.2125,-149.2446,1.3,45.1,20,Central Alaska
ci,15271697,2,35.6733,-116.5732,1.9,0.1,23,Southern California
ak,10636394,2,55.6202,-135.0047,3.3,20,19,off the coast of Southeastern Alaska
ak,10635465,2,63.4525,-152.6082,1.4,3.8,12,Central Alaska
ak,10636392,2,63.0597,-151.4753,1.1,6.8,11,Central Alaska
ci,15271689,2,32.7852,-116.1292,1.1,6.5,25,Southern California
nc,71918291,2,40.7513,-122.3138,1.7,0,11,Northern California
ak,10636391,2,55.4413,-134.8847,2.4,20,7,Southeastern Alaska
nc,71918281,3,36.2792,-120.8398,1.6,8.4,45,Central California
ak,10634043,2,61.5521,-148.3719,1.1,15.9,17,Southern Alaska
ci,15271665,2,33.9822,-117.1792,1.1,13.2,32,"Greater Los Angeles area, California"
us,b000el2d,B,-17.8823,-69.4219,5,78.9,170,"Tarapaca, Chile"
nc,71918266,3,37.559,-122.4317,2.2,11,94,"San Francisco Bay area, California"
nc,71918271,2,35.8323,-121.3268,1.7,8.7,24,Central California
nc,71918261,0,38.8282,-122.851,1.4,2.5,23,Northern California
ak,10634015,2,51.3771,177.2457,3.5,4.8,16,"Rat Islands, Aleutian Islands, Alaska"
nc,71918251,3,38.8102,-122.8218,1.4,2.6,48,Northern California
ci,15271649,2,35.5665,-118.5293,1.5,0.6,23,Central California
ci,15271641,2,34.3395,-116.8895,1.2,1,33,Southern California
ci,15271625,2,35.7815,-117.5583,1.6,6.8,43,Southern California
us,2013kebc,2,-7.226,144.0722,4.5,35,20,"near the south coast of New Guinea, Papua New Guinea"
nc,71918236,2,36.2442,-120.8002,1.2,7,25,Central California
nc,71918231,2,37.5133,-118.8723,1.1,7.2,22,Central California
nc,71918226,0,38.8158,-122.7837,1.2,2.4,20,Northern California
ci,15271609,2,33.06,-117.7388,1.2,7,9,"Gulf of Santa Catalina, California"
ak,10633977,2,50.8649,-179.3096,2.8,4.9,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10633972,2,62.1866,-149.6685,1.2,50,18,Central Alaska
us,2013kea6,A,39.7105,25.6298,4.4,9,90,Aegean Sea
ak,10633969,3,59.0103,-137.0533,1.8,3.6,14,"British Columbia, Canada"
ak,10633965,3,63.0736,-150.9935,1.4,122.2,21,Central Alaska
nc,71918216,2,37.6317,-119.3948,1.5,4.8,9,Central California
ak,10636378,2,62.1876,-149.5727,1,54.8,13,Central Alaska
ak,10633956,3,55.3552,-134.7812,3.9,20,39,Southeastern Alaska
nc,71918201,3,37.3743,-121.734,1.9,6.5,71,"San Francisco Bay area, California"
ak,10636376,2,55.8675,-135.2947,2.1,20,7,off the coast of Southeastern Alaska
ak,10633944,2,60.5362,-149.6303,2.1,17.1,41,"Kenai Peninsula, Alaska"
nc,71919181,2,37.645,-119.3422,1.1,15.6,12,Central California
ak,10633937,2,62.8762,-149.6199,1.4,77.7,29,Central Alaska
hv,60448501,2,19.7687,-156.0377,2.4,10.3,12,"Hawaii region, Hawaii"
nc,71918186,1,38.8242,-122.8225,1.8,2.4,29,Northern California
ak,10633930,2,65.1297,-150.146,1.1,2.6,14,northern Alaska
ak,10636371,2,51.8203,176.3593,2.9,25.3,5,"Rat Islands, Aleutian Islands, Alaska"
nn,399130,9,37.2731,-114.3627,3,5.8,11,Nevada
nc,71918176,0,38.8142,-122.82,1,3.4,15,Northern California
ak,10633920,2,61.5633,-147.9181,1.7,19.8,33,Southern Alaska
ak,10633911,2,60.2744,-150.9148,2.3,68,57,"Kenai Peninsula, Alaska"
ak,10636367,2,55.8934,-135.192,2.2,20,5,off the coast of Southeastern Alaska
uu,60009942,3,37.3843,-114.035,1,9.4,8,Utah
nc,71918161,3,38.8138,-122.8188,2,3.1,60,Northern California
nc,71918151,3,39.6702,-123.6018,1.6,8.3,10,Northern California
ak,10633900,2,63.2251,-150.7526,1.9,128,32,Central Alaska
hv,60448471,1,19.434,-155.4273,1.9,4.3,28,"Island of Hawaii, Hawaii"
nn,399129,9,38.6415,-118.5653,1,7.5,7,Nevada
ak,10633893,2,63.3107,-145.4962,1.3,5.5,15,Central Alaska
ci,15271577,8,33.2323,-115.9408,1.3,10,24,Southern California
nc,71918141,0,38.865,-122.9873,1.7,6.5,17,Northern California
ak,10633890,2,63.2825,-145.1372,1.2,10,15,Central Alaska
ak,10633882,2,61.218,-147.3853,1.5,25.4,18,Southern Alaska
ak,10633885,2,65.1688,-150.1914,1.2,8.1,12,northern Alaska
nn,399127,9,36.8088,-115.4636,1.4,12.1,16,Nevada
ak,10636360,2,55.2772,-134.6487,2.3,20,9,Southeastern Alaska
nc,71918131,3,40.4693,-124.9307,2.2,6.5,25,offshore Northern California
ak,10633875,2,63.2066,-150.7169,1.3,130.9,20,Central Alaska
us,c000eltc,I,-24.268,-69.522,5.1,115.3,0,"Antofagasta, Chile"
ak,10636358,2,55.7624,-135.0934,2.5,20,8,off the coast of Southeastern Alaska
pr,13009002,0,19.8519,-65.2875,3.4,18,8,Puerto Rico region
us,c000elt6,6,-1.9526,67.9601,4.9,10,42,Carlsberg Ridge
nn,399123,9,39.4689,-118.4519,1.1,3.6,12,Nevada
nc,71918116,2,35.8947,-121.4778,1.9,8.7,39,offshore Central California
us,c000elta,5,-1.9346,67.9456,4.6,10,61,Carlsberg Ridge
ak,10636357,2,56.0026,-135.3096,2.2,20,6,Southeastern Alaska
nc,71918111,3,37.4223,-118.564,2.2,15.6,34,Central California
nc,71918106,2,35.9403,-119.9362,1.8,22.8,30,Central California
us,c000elsv,7,-1.9117,67.8543,4.7,10,33,Carlsberg Ridge
ak,10636356,2,55.5058,-134.9509,2.3,20,7,Southeastern Alaska
ak,10633866,2,60.9716,-149.2737,1.2,33,17,"Kenai Peninsula, Alaska"
us,c000elsj,6,-1.9152,67.7399,4.7,10,29,Carlsberg Ridge
ak,10636354,2,67.1202,-142.6085,2.2,5,14,northern Alaska
us,c000elsa,6,-1.8512,67.9055,4.7,10,33,Carlsberg Ridge
ak,10636353,2,58.5343,-137.002,1.6,3.4,8,Southeastern Alaska
mb,13159390,2,47.5005,-112.6896,1,18.1,9,western Montana
us,c000els5,7,-1.9525,67.8573,4.7,10.2,34,Carlsberg Ridge
ak,10633860,3,58.5268,-137.1212,2.1,9.9,12,Southeastern Alaska
ak,10636351,2,55.4361,-134.7933,2.9,20,11,Southeastern Alaska
ak,10633854,2,65.4483,-144.6817,1.4,1,14,northern Alaska
us,c000els2,3,-33.082,-71.209,4.1,66.1,0,"Valparaiso, Chile"
nc,71918071,2,36.02,-120.9367,1,8.5,16,Central California
us,c000elru,4,52.3042,-170.5179,4.4,45.3,112,"Fox Islands, Aleutian Islands, Alaska"
nc,71918066,0,38.9547,-122.7575,1.8,3.4,19,Northern California
ak,10636348,2,63.2185,-150.3406,1.3,118.8,12,Central Alaska
